application_no,amount,date,amount_fine,amount_discount,description,collected_by,payment_mode,received_by,fee_category,fee_group,fee_type,receipt_id
1223,500,2021-12-11,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MEC,4,1087
922,900,2021-12-11,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,1088
922,2000,2021-12-11,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,1088
922,500,2021-12-11,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,1088
944,3000,2021-12-11,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,1089
944,900,2021-12-11,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,1089
944,2000,2021-12-11,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,1089
944,500,2021-12-11,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,1089
1314,8000,2021-12-11,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,1090
1495,2500,2021-12-11,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,1,1091
1495,800,2021-12-11,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,2,1091
1495,500,2021-12-11,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,4,1091
1309,3700,2021-12-11,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,1092
1309,800,2021-12-11,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,1092
1309,500,2021-12-11,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,1092
1137,800,2021-12-11,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,2,1093
1137,500,2021-12-11,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,4,1093
1492,6000,2021-12-11,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,1,1094
1492,500,2021-12-11,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,4,1094
1506,2000,2021-12-11,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,1,1095
1506,800,2021-12-11,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,2,1095
1506,500,2021-12-11,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,4,1095
1516,4000,2021-12-11,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,1,1096
1516,800,2021-12-11,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,2,1096
1516,500,2021-12-11,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,4,1096
1071,900,2021-12-11,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,1097
1071,2000,2021-12-11,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,1097
1071,500,2021-12-11,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,1097
1499,5000,2021-12-11,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,1,1098
1499,800,2021-12-11,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,2,1098
1499,500,2021-12-11,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,4,1098
1297,8000,2021-12-11,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,1099
1297,800,2021-12-11,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,1099
1297,500,2021-12-11,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,1099
1279,800,2021-12-11,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,1100
1279,500,2021-12-11,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,1100
1319,800,2021-12-11,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,2,1101
1319,500,2021-12-11,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,4,1101
899,900,2021-12-13,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,1102
899,600,2021-12-13,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,1102
899,500,2021-12-13,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,1102
1541,1700,2021-12-13,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,1,1103
1541,800,2021-12-13,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,2,1103
1541,500,2021-12-13,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,4,1103
1406,800,2021-12-13,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,1104
1406,500,2021-12-13,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,1104
1000,900,2021-12-13,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,1105
1000,2000,2021-12-13,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,1105
1000,500,2021-12-13,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,1105
1164,1000,2021-12-13,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,1106
1117,1000,2021-12-13,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,1107
1194,3000,2021-12-13,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,1108
1202,5000,2021-12-13,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,1109
1517,3000,2021-12-13,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,1,1110
1039,900,2021-12-13,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,1111
1039,2000,2021-12-13,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,1111
1039,500,2021-12-13,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,1111
1283,800,2021-12-13,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,1112
1283,500,2021-12-13,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,1112
1155,1000,2021-12-13,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,1113
1396,800,2021-12-13,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-BIPC,2,1114
1396,500,2021-12-13,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-BIPC,4,1114
1307,3000,2021-12-13,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,1115
1279,4000,2021-12-13,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,1116
1451,5000,2021-12-13,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,1117
1451,800,2021-12-13,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,1117
1451,500,2021-12-13,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,1117
1408,4000,2021-12-13,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,1118
1408,800,2021-12-13,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,1118
1408,500,2021-12-13,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,1118
1387,5000,2021-12-13,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-BIPC,1,1119
1387,800,2021-12-13,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-BIPC,2,1119
1387,500,2021-12-13,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-BIPC,4,1119
1007,900,2021-12-13,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,1120
1007,2000,2021-12-13,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,1120
1007,500,2021-12-13,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,1120
1330,800,2021-12-13,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,2,1121
1330,500,2021-12-13,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,4,1121
1267,5000,2021-12-13,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,1123
1267,800,2021-12-13,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,1123
1267,500,2021-12-13,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,1123
1397,800,2021-12-13,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-BIPC,2,1124
1397,500,2021-12-13,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-BIPC,4,1124
1500,3000,2021-12-13,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,1,1125
1456,6000,2021-12-13,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,1,1126
1456,800,2021-12-13,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,2,1126
1456,200,2021-12-13,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,4,1126
1394,800,2021-12-14,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-BIPC,2,1127
1394,500,2021-12-14,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-BIPC,4,1127
1425,2000,2021-12-14,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,1128
1089,900,2021-12-14,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-BIPC,2,1129
1089,2500,2021-12-14,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-BIPC,3,1129
1089,500,2021-12-14,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-BIPC,4,1129
1311,800,2021-12-14,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,1130
1311,500,2021-12-14,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,1130
1389,800,2021-12-14,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-BIPC,2,1132
1389,500,2021-12-14,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-BIPC,4,1132
1185,800,2021-12-14,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,2,1133
1185,500,2021-12-14,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,4,1133
1528,5000,2021-12-14,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-BIPC,1,1134
1140,800,2021-12-14,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,2,1135
1140,500,2021-12-14,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,4,1135
1262,4000,2021-12-14,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,1136
1124,1000,2021-12-14,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,1137
1450,1200,2021-12-14,0,0,"UNIFORM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,9,1138
1426,4000,2021-12-15,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,1139
1521,4000,2021-12-15,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,1,1140
1338,3000,2021-12-15,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,1141
1338,800,2021-12-15,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,1141
1338,500,2021-12-15,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,1141
1168,3000,2021-12-15,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,1142
1403,500,2021-12-15,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,4,1143
1365,800,2021-12-15,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,2,1144
1365,500,2021-12-15,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,4,1144
1108,7000,2021-12-15,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-BIPC,1,1145
1108,900,2021-12-15,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-BIPC,2,1145
1108,2500,2021-12-15,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-BIPC,3,1145
1108,500,2021-12-15,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-BIPC,4,1145
1148,800,2021-12-15,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,2,1146
1148,500,2021-12-15,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,4,1146
1071,10000,2021-12-16,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,1148
1520,3000,2021-12-16,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,1,1149
1520,800,2021-12-16,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,2,1149
1520,500,2021-12-16,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,4,1149
988,900,2021-12-16,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,1150
988,2000,2021-12-16,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,1150
988,500,2021-12-16,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,1150
957,5000,2021-12-16,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,1151
957,900,2021-12-16,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,1151
957,2000,2021-12-16,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,1151
957,500,2021-12-16,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,1151
1389,5000,2021-12-16,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-BIPC,1,1152
1470,6000,2021-12-16,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,1,1153
1505,600,2021-12-16,0,0,"UNIFORM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,9,1154
1212,2000,2021-12-16,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,1155
1319,5000,2021-12-16,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,1,1156
1374,8000,2021-12-16,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,1157
1374,800,2021-12-16,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,1157
1374,500,2021-12-16,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,1157
1304,800,2021-12-16,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,1158
1304,500,2021-12-16,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,1158
1198,800,2021-12-16,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,2,1159
1198,500,2021-12-16,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,4,1159
899,1400,2021-12-17,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,1160
1036,900,2021-12-17,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,1161
1036,2000,2021-12-17,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,1161
1036,500,2021-12-17,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,1161
1094,900,2021-12-17,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-BIPC,2,1162
1094,2500,2021-12-17,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-BIPC,3,1162
1094,500,2021-12-17,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-BIPC,4,1162
1115,1000,2021-12-17,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,1163
1365,3000,2021-12-17,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,1,1164
1094,1200,2021-12-17,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-BOOKSFEE-BIPC,5,1165
1336,2000,2021-12-17,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,1,1166
1500,800,2021-12-17,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,2,1167
1500,500,2021-12-17,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,4,1167
1149,800,2021-12-17,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,2,1168
1149,500,2021-12-17,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,4,1168
1366,800,2021-12-17,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,1169
1366,500,2021-12-17,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,1169
1116,1000,2021-12-17,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,1,1170
898,3000,2021-12-17,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,1171
1081,900,2021-12-17,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,1172
1081,2000,2021-12-17,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,1172
1081,500,2021-12-17,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,1172
1290,800,2021-12-17,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,1173
1290,500,2021-12-17,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,1173
1320,5000,2021-12-17,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,1174
1320,800,2021-12-17,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,1174
1320,500,2021-12-17,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,1174
1296,5000,2021-12-17,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,1175
1375,800,2021-12-17,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,1176
1375,500,2021-12-17,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,1176
1513,800,2021-12-17,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,2,1177
1513,500,2021-12-17,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,4,1177
1014,8000,2021-12-17,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,1178
942,8000,2021-12-17,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,1179
947,5000,2021-12-17,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,1180
947,900,2021-12-17,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,1180
947,2000,2021-12-17,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,1180
947,500,2021-12-17,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,1180
1077,8000,2021-12-17,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,1181
1532,3000,2021-12-17,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,1,1182
1532,800,2021-12-17,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,1182
1532,500,2021-12-17,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,1182
1469,5000,2021-12-17,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,1,1183
1469,800,2021-12-17,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,2,1183
1469,500,2021-12-17,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,4,1183
1505,600,2021-12-17,0,0,"UNIFORM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,9,1184
1300,800,2021-12-17,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,1185
1300,500,2021-12-17,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,1185
1084,900,2021-12-17,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,1186
1084,2000,2021-12-17,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,1186
1084,500,2021-12-17,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,1186
897,8000,2021-12-17,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,1187
897,900,2021-12-17,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,1187
897,2000,2021-12-17,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,1187
897,500,2021-12-17,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,1187
1134,800,2021-12-18,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,2,1188
1134,500,2021-12-18,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,4,1188
1168,800,2021-12-18,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,2,1189
1168,500,2021-12-18,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-CEC,4,1189
970,900,2021-12-18,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,1190
970,2000,2021-12-18,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,1190
970,500,2021-12-18,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,4,1190
1327,500,2021-12-18,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,1191
1092,900,2021-12-18,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-BIPC,2,1192
1092,2500,2021-12-18,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-BIPC,3,1192
1092,500,2021-12-18,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-BIPC,4,1192
900,1500,2021-12-18,0,0,"VAN FEES","Super Admin(9000)",Cash,1,fees,2021-202208199-VAN-FEE,6,1193
1415,800,2021-12-20,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,2,1194
1415,500,2021-12-20,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,4,1194
1518,1000,2021-12-20,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-BIPC,1,1195
1042,4500,2021-12-20,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,1,1196
1042,900,2021-12-20,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,2,1196
1042,2000,2021-12-20,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-MPC,3,1196
