application_no,amount,date,amount_fine,amount_discount,description,collected_by,payment_mode,received_by,fee_category,fee_group,fee_type,receipt_id
2023046,7300,2023-12-30,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10590
2023012,2000,2023-12-30,0,0,"VAN FEES","Super Admin(9000)",Cash,1,fees,2023-202408199-VAN-LOCAL,6,10591
2200043,1000,2023-12-30,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10592
2023322,3000,2023-12-30,0,0,"VAN FEES","Super Admin(9000)",Cash,1,fees,2023-202408199-VAN-LOCAL,6,10593
2023322,3000,2023-12-30,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10594
2023210,4000,2023-12-30,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10595
1316,500,2023-12-30,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-MPC,35,10596
2023135,3000,2023-12-30,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10598
2200214,3500,2023-12-30,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-CEC,1,10599
2200214,900,2023-12-30,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-CEC,2,10599
2200214,600,2023-12-30,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-CEC,4,10599
2023129,2000,2024-01-02,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10600
2023320,7000,2024-01-02,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10601
2200051,5000,2024-01-02,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10602
2200157,4000,2024-01-02,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-CEC,1,10603
2023330,3000,2024-01-02,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10604
2023499,5000,2024-01-02,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,7,10605
2023499,5000,2024-01-02,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,1,10605
1098,5000,2024-01-02,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-SR-BIPC,1,10606
2023285,2300,2024-01-02,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10607
2023473,8000,2024-01-02,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10608
2023053,10000,2024-01-02,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,7,10609
2023471,5000,2024-01-02,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,1,10610
2200359,4000,2024-01-02,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,1,10611
2200359,1000,2024-01-02,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,7,10611
2200339,5000,2024-01-03,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10612
2023056,5000,2024-01-03,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10613
2200275,2000,2024-01-03,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-CEC,1,10614
2023081,4000,2024-01-03,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10615
2200149,2000,2024-01-03,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-CEC,1,10616
2023035,10000,2024-01-04,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,7,10617
2023200,2000,2024-01-04,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10618
2200254,5000,2024-01-04,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10619
2200254,900,2024-01-04,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,2,10619
2200254,600,2024-01-04,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,4,10619
2200254,2000,2024-01-04,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,3,10619
2200182,17000,2024-01-04,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10620
2200182,900,2024-01-04,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,2,10620
2200182,600,2024-01-04,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,4,10620
2200182,2000,2024-01-04,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,3,10620
2023238,4000,2024-01-04,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10621
2023182,4000,2024-01-04,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10622
2200104,5000,2024-01-04,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-CEC,1,10623
2023393,1300,2024-01-04,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-ARTS,1,10624
2023216,5000,2024-01-04,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10625
2023313,1500,2024-01-04,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10626
2023144,4000,2024-01-04,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10627
2200014,4000,2024-01-04,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10628
2023122,5000,2024-01-04,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,1,10629
2023417,3000,2024-01-04,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-ARTS,1,10630
2023347,5000,2024-01-04,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10631
2023029,5000,2024-01-04,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,7,10632
2200230,8000,2024-01-04,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-BIPC,1,10633
2023129,3000,2024-01-04,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10634
2023329,2000,2024-01-05,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10635
2023051,3000,2024-01-05,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-ARTS,1,10636
2023050,8000,2024-01-05,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,1,10637
2023487,10000,2024-01-05,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,7,10638
2200124,5000,2024-01-05,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10639
2023502,4000,2024-01-05,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10640
2023016,5000,2024-01-06,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,7,10641
2023329,2000,2024-01-06,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10642
2200056,8000,2024-01-06,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,1,10643
2200056,4000,2024-01-06,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,7,10643
2200384,5400,2024-01-06,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10644
2200106,3000,2024-01-06,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10645
2200327,10000,2024-01-06,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,7,10646
2200066,10000,2024-01-06,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-CEC,1,10647
2200027,5000,2024-01-06,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,7,10648
2200257,8000,2024-01-06,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10649
2023033,4000,2024-01-06,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10650
2023150,2900,2024-01-08,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,7,10651
2023150,4100,2024-01-08,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,1,10651
2200358,2000,2024-01-08,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-CEC,1,10652
2023350,1500,2024-01-08,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10653
2023310,5000,2024-01-08,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10654
2023028,5000,2024-01-08,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10655
2200222,5000,2024-01-08,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10656
2200115,5000,2024-01-08,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10657
2023247,2000,2024-01-08,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,1,10658
2200319,9000,2024-01-09,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,1,10659
2200319,5000,2024-01-09,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,7,10659
2200344,9000,2024-01-09,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10660
2200202,2000,2024-01-09,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-BIPC,1,10661
2023099,1500,2024-01-09,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10662
2023095,4500,2024-01-09,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10663
2200343,11000,2024-01-10,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,1,10664
2023083,6000,2024-01-10,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10665
2023351,7000,2024-01-10,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10666
1320,1200,2024-01-10,0,0,"UNIFORM FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,9,10667
2200252,3000,2024-01-10,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,1,10668
2200252,5000,2024-01-10,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,7,10668
1320,100,2024-01-10,0,0,"RECORD FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-MPC,10,10669
1320,500,2024-01-10,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-MPC,35,10670
2200201,5000,2024-01-10,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10671
2200336,10000,2024-01-10,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10672
2023237,3000,2024-01-10,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10673
2200057,3000,2024-01-10,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,1,10674
2200360,5000,2024-01-10,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,7,10675
2023483,9000,2024-01-11,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10676
1383,3000,2024-01-11,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-BIPC,1,10677
1383,500,2024-01-11,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-BIPC,35,10677
2200161,4000,2024-01-18,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,1,10678
2023429,1300,2024-01-18,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,7,10679
2023429,7000,2024-01-18,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,1,10679
1400,500,2024-01-18,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-BIPC,35,10680
2023278,5000,2024-01-18,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,7,10681
2023278,5000,2024-01-18,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,1,10681
1377,500,2024-01-18,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-BIPC,35,10682
1257,500,2024-01-18,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-JEE-AC,35,10683
2023062,10000,2024-01-18,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,1,10684
2200249,5000,2024-01-19,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10685
2200031,5000,2024-01-19,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10686
2200051,3000,2024-01-19,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10687
2200238,8000,2024-01-19,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,7,10688
2023308,3000,2024-01-19,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10689
2200171,3000,2024-01-19,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10690
2200088,4000,2024-01-19,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10691
2200295,18000,2024-01-19,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10692
2200295,2000,2024-01-19,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,3,10692
2023014,5000,2024-01-19,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10693
2023299,5000,2024-01-20,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10694
2023262,5000,2024-01-20,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10695
2023092,5000,2024-01-20,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10696
2023075,10000,2024-01-20,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,7,10697
2200099,5000,2024-01-20,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10698
2200339,4000,2024-01-22,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10699
1269,2000,2024-01-22,0,0,"VAN FEES","Super Admin(9000)",Cash,1,fees,2021-202208199-VAN-FEE,6,10700
2200116,7000,2024-01-22,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-BIPC,1,10701
2200006,6000,2024-01-22,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10702
2200349,10000,2024-01-22,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10703
2200349,900,2024-01-22,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,2,10704
2200349,600,2024-01-22,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,4,10704
2200349,2000,2024-01-22,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,3,10704
2200158,10000,2024-01-22,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,7,10705
2023259,4000,2024-01-22,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10706
2023240,7300,2024-01-22,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10707
2023254,3400,2024-01-22,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,1,10708
2200137,5000,2024-01-22,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10709
2200351,8000,2024-01-22,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10710
2200360,5000,2024-01-23,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,1,10711
2200360,1000,2024-01-23,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,7,10711
2200216,8000,2024-01-23,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10712
2200177,8000,2024-01-23,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,1,10713
2200177,5000,2024-01-23,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,7,10713
2023172,5000,2024-01-23,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10714
2200205,9000,2024-01-23,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,7,10715
2200311,8000,2024-01-23,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10716
2023428,10000,2024-01-23,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,1,10717
2023436,6000,2024-01-23,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10718
2023300,2000,2024-01-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10719
2200142,900,2024-01-24,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,2,10720
2200142,600,2024-01-24,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,4,10720
2200142,2000,2024-01-24,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,3,10720
2200288,4000,2024-01-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10721
2023084,4000,2024-01-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10722
2200218,7000,2024-01-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10723
2200120,900,2024-01-24,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,2,10724
2200120,600,2024-01-24,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,4,10724
2200120,2000,2024-01-24,0,0,"PRACTICAL FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,3,10724
2023326,5000,2024-01-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10725
2200136,3000,2024-01-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-BIPC,1,10726
1519,700,2024-01-24,0,0,"ADMISSION FEE","Super Admin(9000)",Cash,1,fees,2021-202208199-JR-CEC,8,10727
1519,3000,2024-01-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-CEC,1,10728
1519,500,2024-01-24,0,0,"TC FEE","Super Admin(9000)",Cash,1,fees,2022-202308199-SR-CEC,35,10728
2023390,900,2024-01-24,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,2,10729
2023390,600,2024-01-24,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,4,10729
2200169,5000,2024-01-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-BIPC,1,10730
2200341,3800,2024-01-24,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-CEC,1,10731
2200218,1000,2024-01-25,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10732
2200318,5000,2024-01-25,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-BIPC,1,10733
2200168,5000,2024-01-25,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10734
2200024,12000,2024-01-25,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,1,10735
2200024,5000,2024-01-25,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-JEE,7,10735
2023215,5000,2024-01-25,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10736
2200171,3000,2024-01-25,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10737
2200041,4000,2024-01-25,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10738
2023306,4000,2024-01-25,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10739
2200115,3000,2024-01-25,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10740
2023303,1500,2024-01-25,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10741
2023303,2000,2024-01-25,0,0,"VAN FEES","Super Admin(9000)",Cash,1,fees,2023-202408199-VAN-LOCAL,6,10742
2023247,3000,2024-01-25,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,1,10743
2023121,5000,2024-01-25,0,0,"JEE MAINS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,7,10744
2023121,5000,2024-01-25,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-JEE,1,10744
2023121,1000,2024-01-25,0,0,"BOOKS FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-SIP-BOOKS,5,10745
2200280,8000,2024-01-25,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10746
2023025,5000,2024-01-27,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10747
2023355,5000,2024-01-27,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10748
2200170,2000,2024-01-27,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-CEC,1,10749
2200005,3000,2024-01-27,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-CEC,1,10750
2200003,8000,2024-01-27,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10751
2023359,9400,2024-01-29,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10752
2023359,900,2024-01-29,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,2,10752
2023359,600,2024-01-29,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,4,10752
2023402,8900,2024-01-29,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10753
2023402,900,2024-01-29,0,0,"EXAM FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,2,10753
2023402,600,2024-01-29,0,0,"BOOKLET FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,4,10753
2023459,7500,2024-01-29,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-MPC,1,10754
2200112,6200,2024-01-29,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SR-CEC,1,10755
2023308,2000,2024-01-29,0,0,"TUITION FEE","Super Admin(9000)",Cash,1,fees,2023-202408199-TUITION-SCIENCE,1,10756
